url
google.com.ph
google.com
facebook.com
facebook.com
amazonaws.com
amazonaws.com
a-msedge.net
a-msedge.net
microsoft.com
microsoft.com
apple.com
apple.com
googleapis.com
googleapis.com
youtube.com
youtube.com
akamaiedge.net
akamaiedge.net
akamai.net
akamai.net
azure.com
azure.com
twformatterter.com
twformatterter.com
instagram.com
instagram.com
cloudflare.com
cloudflare.com
gstatic.com
gstatic.com
googlevideo.com
googlevideo.com
office.com
office.com
live.com
live.com
linkedin.com
linkedin.com
tiktokcdn.com
tiktokcdn.com
doubleclick.net
doubleclick.net
akadns.net
akadns.net
googletagmanager.com
googletagmanager.com
windowsupdate.com
windowsupdate.com
apple-dns.net
apple-dns.net
amazon.com
amazon.com
fbcdn.net
fbcdn.net
microsoftonline.com
microsoftonline.com
trafficmanager.net
trafficmanager.net
l-msedge.net
l-msedge.net
root-servers.net
root-servers.net
icloud.com
icloud.com
wikipedia.org
wikipedia.org
fastly.net
fastly.net
googleusercontent.com
googleusercontent.com
bing.com
bing.com
netflix.com
netflix.com
wordpress.org
wordpress.org
domaincontrol.com
domaincontrol.com
digicert.com
digicert.com
gtld-servers.net
gtld-servers.net
youtu.be
youtu.be
ui.com
ui.com
gformatterhub.com
gformatterhub.com
mail.ru
mail.ru
aaplimg.com
aaplimg.com
yahoo.com
yahoo.com
pinterest.com
pinterest.com
t-msedge.net
t-msedge.net
tiktokv.com
tiktokv.com
zoom.us
zoom.us
adobe.com
adobe.com
sharepoint.com
sharepoint.com
office.net
office.net
goo.gl
goo.gl
windows.net
windows.net
nflxso.net
nflxso.net
spotify.com
spotify.com
cloudfront.net
cloudfront.net
vimeo.com
vimeo.com
s-msedge.net
s-msedge.net
wordpress.com
wordpress.com
googlesyndication.com
googlesyndication.com
gvt2.com
gvt2.com
google-analytics.com
google-analytics.com
yandex.net
yandex.net
msn.com
msn.com
office365.com
office365.com
bformatter.ly
bformatter.ly
skype.com
skype.com
wac-msedge.net
wac-msedge.net
gandi.net
gandi.net
edgekey.net
edgekey.net
cdn77.org
cdn77.org
cloudflare-dns.com
cloudflare-dns.com
intuformatter.com
intuformatter.com
whatsapp.com
whatsapp.com
whatsapp.net
whatsapp.net
cloudflare.net
cloudflare.net
bytefcdn-oversea.com
bytefcdn-oversea.com
comcast.net
comcast.net
